excel_id,row,title,original_title,release_year,runtime_minutes,genres,countries,director,cast,imdb,tomatometer,popcornmeter,justwatch_url,poster_url
223,262,Die letzte Vorstellung,The Last Picture Show,1971,118,Drama | Romanze,USA,Peter Bogdanovich,Timothy Bottoms | Jeff Bridges | Cybill Shepherd,8,98.000,89.000,https://www.justwatch.com/de/Film/Die-letzte-Vorstellung,
224,263,"Auf Wiedersehen, Kinder",Au revoir les enfants,1987,104,Drama | Krieg,FRA | GER | ITA,Louis Malle,Gaspard Manesse | Raphaël Fejtö | Francine Racette,8,97.000,93.000,https://www.justwatch.com/de/Film/Auf-Wiedersehen-Kinder,
225,264,Achteinhalb,8½,1963,138,Drama | Fantasy,FRA | ITA,Federico Fellini,Marcello Mastroianni | Anouk Aimée | Claudia Cardinale,8,97.000,92.000,https://www.justwatch.com/de/Film/Achteinhalb,
226,265,Porträt einer jungen Frau in Flammen,Portrait de la jeune fille en feu,2019,121,Drama | Romanze,FRA,Céline Sciamma,Noémie Merlant | Adèle Haenel | Luàna Bajrami,8,97.000,92.000,https://www.justwatch.com/de/Film/Portrait-of-a-Lady-on-Fire,
227,266,Sling Blade – Auf Messers Schneide,Sling Blade,1996,135,Drama | Drama,USA,Billy Bob Thornton,Billy Bob Thornton | Lucas Black | Dwight Yoakam,8,97.000,92.000,https://www.justwatch.com/de/Film/Sling-Blade-Auf-Messers-Schneide,
228,267,Viridiana,,1961,90,Drama | Komödie,ESP | MEX,Luis Buñuel,Silvia Pinal | Francisco Rabal | Fernando Rey,8,97.000,90.000,https://www.justwatch.com/de/Film/Viridiana,
229,268,Die Spielregel,La Règle du jeu,1939,110,Drama | Komödie,FRA,Jean Renoir,Nora Gregor | Marcel Dalio | Roland Toutain,8,97.000,89.000,https://www.justwatch.com/de/Film/Die-Spielregel,
230,269,Rosemaries Baby,Rosemary’s Baby,1968,136,Horror | Mystery,USA,Roman Polanski,Mia Farrow | John Cassavetes | Ruth Gordon,8,97.000,87.000,https://www.justwatch.com/de/Film/Rosemaries-Baby,
231,270,Das Leben des Brian,Life of Brian,1979,93,Komödie | Parodie,UK,Terry Jones,Graham Chapman | John Cleese | Michael Palin,8,96.000,93.000,https://www.justwatch.com/de/Film/Das-Leben-des-Brian,
232,271,Persepolis,Persépolis,2007,96,Animation | Drama,FRA | USA,"Marjane Satrapi, Vincent Paronnaud",,8,96.000,92.000,https://www.justwatch.com/de/Film/Persepolis,
233,272,Das Schloss im Himmel,Tenkū no Shiro Rapyuta,1986,124,Abenteuer | Anime,JAP,Hayao Miyazaki,,8,96.000,91.000,https://www.justwatch.com/de/Film/Das-Schloss-im-Himmel,
234,273,Lügen und Geheimnisse,Secrets & Lies,1996,142,Drama | Komödie,UK,Mike Leigh,Brenda Blethyn | Marianne Jean-Baptiste | Timothy Spall,8,96.000,91.000,https://www.justwatch.com/de/Film/Luegen-und-Geheimnisse,
235,274,Hundstage,Dog Day Afternoon,1975,119,Krimi | Thriller,USA,Sidney Lumet,Al Pacino | John Cazale | Charles Durning,8,96.000,90.000,https://www.justwatch.com/de/Film/Hundstage-1975,
236,275,Rio Bravo,,1959,141,Action | Western,USA,Howard Hawks,John Wayne | Dean Martin | Ricky Nelson,8,96.000,90.000,https://www.justwatch.com/de/Film/Rio-Bravo,
237,276,Das Cabinet des Dr. Caligari,,1920,72,Fantasy | Horror,GER,Robert Wiene,Werner Krauß | Conrad Veidt | Friedrich Fehér,8,96.000,89.000,https://www.justwatch.com/de/Film/Das-Kabinett-des-Doktor-Caligari,
238,277,Frankenstein Junior,Young Frankenstein,1974,106,Komödie | Parodie,USA,Mel Brooks,Gene Wilder | Peter Boyle | Marty Feldman,8,95.000,92.000,https://www.justwatch.com/de/Film/Frankenstein-Junior,
239,278,Eine wahre Geschichte – The Straight Story,The Straight Story,1999,111,Drama | Roadmovie,USA,David Lynch,Richard Farnsworth | Sissy Spacek | Harry Dean Stanton,8,95.000,91.000,https://www.justwatch.com/de/Film/Eine-wahre-Geschichte-The-Straight-Story,
240,279,Das süße Leben,La dolce vita,1960,177,Drama | Komödie,FRA | ITA,Federico Fellini,Marcello Mastroianni | Anita Ekberg | Anouk Aimée,8,95.000,90.000,https://www.justwatch.com/de/Film/Das-suesse-Leben,
241,280,Her,,2013,126,Komödie | Romanze,USA,Spike Jonze,Joaquin Phoenix | Scarlett Johansson | Amy Adams,8,95.000,82.000,https://www.justwatch.com/de/Film/Her,
242,281,Central Station,Central do Brasil,1998,113,Drama | Roadmovie,BRA | FRA,Walter Salles,Fernanda Montenegro | Vinícius de Oliveira | Marília Pêra,8,94.000,95.000,https://www.justwatch.com/de/Film/Central-Station,
1226,282,Infernal Affairs,無間道 / Mou Gaan Dou,2002,101,Krimi | Thriller,HKG,Andrew Lau,Andy Lau | Tony Leung Chiu-wai | Anthony Wong,8,94.000,95.000,https://www.justwatch.com/de/Film/Infernal-Affairs-Die-achte-Hoelle,
243,283,Der Würgeengel,El ángel exterminador,1962,95,Drama | Komödie,MEX,Luis Buñuel,Silvia Pinal | Jacqueline Andere | José Baviera,8,94.000,92.000,https://www.justwatch.com/de/Film/Der-Wuergeengel,
244,284,The King’s Speech - Die Rede des Königs,The King’s Speech,2010,118,Biografie | Drama,AUS | USA,Tom Hopper,Colin Firth | Geoffrey Rush | Helena Bonham Carter,8,94.000,92.000,https://www.justwatch.com/de/Film/The-Kings-Speech-Die-Rede-des-Koenigs,
1216,285,"Frühling, Sommer, Herbst, Winter… und Frühling",봄 여름 가을 겨울 그리고 봄 / Bom Yeoreum Gaeul Gyeoul Geurigo Bom,2003,103,Drama | Drama,KOR,Kim Ki-duk,Oh Yeong-su | Kim Ki-duk | Seo Jae-kyung,8,94.000,92.000,https://www.justwatch.com/de/Film/Fruehling-Sommer-Herbst-Winter-und-Fruehling,
245,286,CODA,,2021,111,Drama | Komödie,FRA | USA,Sian Heder,Emilia Jones | Marlee Matlin | Troy Kotsur,8,94.000,91.000,https://www.justwatch.com/de/Film/CODA-2021,
1274,287,Begegnung,Brief Encounter,1945,85,Drama | Romanze,UK,David Lean,Celia Johnson | Trevor Howard | Stanley Holloway,8,94.000,91.000,https://www.justwatch.com/de/Film/Brief-Encounter,
246,288,James Bond 007: Casino Royale,,2006,138,Abenteuer | Action,UK | USA,Martin Campbell,Daniel Craig | Eva Green | Mads Mikkelsen,8,94.000,90.000,https://www.justwatch.com/de/Film/James-Bond-007-Casino-Royale,
247,289,Und täglich grüßt das Murmeltier,Groundhog Day,1993,101,Komödie | Romanze,USA,Harold Ramis,Bill Murray | Andie MacDowell | Chris Elliott,8,94.000,88.000,https://www.justwatch.com/de/Film/Und-taeglich-gruesst-das-Murmeltier,
248,290,Amores Perros,,2000,154,Drama | Thriller,MEX,Alejandro G. Iñárritu,Gael García Bernal | Emilio Echevarría | Goya Toledo,8,93.000,94.000,https://www.justwatch.com/de/Film/Amores-perros-Von-Hunden-und-Menschen,
1089,291,Die Nacht des Jägers,The Night of the Hunter,1955,92,Drama | Thriller,USA,Charles Laughton,Robert Mitchum | Shelley Winters | Lillian Gish,8,93.000,90.000,https://www.justwatch.com/de/Film/Die-Nacht-des-Jaegers,
249,292,Das Fest,Festen,1998,101,Drama | Komödie,DEN | SWE,Thomas Vinterberg,Ulrich Thomsen | Henning Moritzen | Thomas Bo Larsen,8,92.000,94.000,https://www.justwatch.com/de/Film/Das-Fest,
250,293,Der eiskalte Engel,Le Samouraï,1967,98,Drama | Krimi,FRA | ITA,Jean-Pierre Melville,Alain Delon | François Périer | Nathalie Delon,8,92.000,93.000,https://www.justwatch.com/de/Film/Der-eiskalte-Engel,
251,294,Guardians of the Galaxy,,2014,122,Action | Sci-Fi,USA,James Gunn,Chris Pratt | Zoe Saldaña | Dave Bautista,8,92.000,92.000,https://www.justwatch.com/de/Film/Guardians-of-the-Galaxy,
252,295,Das Bourne Ultimatum,The Bourne Ultimatum,2007,111,Action | Thriller,GER | UK | USA,Paul Greengrass,Matt Damon | Julia Stiles | David Strathairn,8,92.000,91.000,https://www.justwatch.com/de/Film/Das-Bourne-Ultimatum,
1210,296,Slumdog Millionär,Slumdog Millionaire,2008,120,Drama | Romanze,UK | USA,Danny Boyle,Dev Patel | Freida Pinto | Anil Kapoor,8,92.000,90.000,https://www.justwatch.com/de/Film/Slumdog-Millionaer,
253,297,Do the Right Thing,,1989,120,Drama | Komödie,USA,Spike Lee,Spike Lee | Danny Aiello | Bill Nunn,8,92.000,89.000,https://www.justwatch.com/de/Film/Do-the-Right-Thing,
254,298,Persona,,1966,85,Drama | Thriller,SWE,Ingmar Bergman,Bibi Andersson | Liv Ullmann | Margaretha Krook,8,91.000,93.000,https://www.justwatch.com/de/Film/Persona,
255,299,Nausicaä aus dem Tal der Winde,風の谷のナウシカ / Kaze no Tani no Naushika,1984,117,Fantasy | Sci-Fi,JAP,Hayao Miyazaki,,8,91.000,91.000,https://www.justwatch.com/de/Film/Nausicaae-aus-dem-Tal-der-Winde,
1012,300,Der Marsianer - Rettet Mark Watney,The Martian,2015,144,Abenteuer | Sci-Fi,UK | USA,Ridley Scott,Matt Damon | Jessica Chastain | Jeff Daniels,8,91.000,91.000,https://www.justwatch.com/de/Film/Der-Marsianer-Rettet-Mark-Watney,
256,301,Ein kurzer Film über das Töten,Krótki film o zabijaniu,1988,84,Drama | Krimi,GER | POL,Krzysztof Kieślowski,Mirosław Baka | Krzysztof Globisz | Jan Tesarz,8,91.000,90.000,https://www.justwatch.com/de/Film/Ein-kurzer-Film-ueber-das-Toeten,
257,302,Akira,アキラ / Akira,1988,124,Action | Sci-Fi,JAP,Katsuhiro Otomo,,8,91.000,90.000,https://www.justwatch.com/de/Film/Akira,
258,303,La La Land,,2016,128,Musical | Romanze,USA,Damien Chazelle,Ryan Gosling | Emma Stone | John Legend,8,91.000,82.000,https://www.justwatch.com/de/Film/La-La-Land-2016,
259,304,Chungking Express,Chunghing Sam Lam,1994,98,Drama | Romanze,HKG,Wong Kar-Wai,Brigitte Lin | Tony Leung Chiu-wai | Faye Wong,8,89.000,93.000,https://www.justwatch.com/de/Film/Chungking-Express,
260,305,Kagemusha – Der Schatten des Kriegers,Kagemusha,1980,180,Drama | Krieg,JAP,Akira Kurosawa,Tatsuya Nakadai | Tsutomu Yamazaki | Kenichi Hagiwara,8,89.000,92.000,https://www.justwatch.com/de/Film/Kagemusha-Der-Schatten-des-Kriegers,
261,306,Zwei Banditen,Butch Cassidy and the Sundance Kid,1969,105,Abenteuer | Western,USA,George Roy Hill,Paul Newman | Robert Redford | Katharine Ross,8,89.000,92.000,https://www.justwatch.com/de/Film/Butch-Cassidy-und-Sundance-Kid,
1211,307,Gandhi,,1982,191,Biografie | Drama,IND | UK,Richard Attenborough,Ben Kingsley | Candice Bergen | Edward Fox,8,89.000,92.000,https://www.justwatch.com/de/Film/Gandhi,
262,308,Opfer,Offret,1986,149,Drama | Mystery,FRA | SWE | UK,Andrei Tarkovsky,Erland Josephson | Susan Fleetwood | Allan Edwall,8,88.000,90.000,https://www.justwatch.com/de/Film/Opfer,
263,309,Rain Man,,1988,134,Drama | Roadmovie,USA,Barry Levinson,Dustin Hoffman | Tom Cruise | Valeria Golino,8,88.000,90.000,https://www.justwatch.com/de/Film/Rain-Man,
264,310,Blade Runner 2049,,2017,164,Action | Sci-Fi,USA,Denis Villeneuve,Ryan Gosling | Harrison Ford | Ana de Armas,8,88.000,88.000,https://www.justwatch.com/de/Film/Blade-Runner-2049,
1201,311,12 Monkeys,,1995,131,Sci-Fi | Thriller,USA,Terry Gilliam,Bruce Willis | Madeleine Stowe | Brad Pitt,8,88.000,88.000,https://www.justwatch.com/de/Film/12-Monkeys,
265,312,Donnie Darko,,2001,108,Sci-Fi | Thriller,USA,Richard Kelly,Jake Gyllenhaal | Jena Malone | Mary McDonnell,8,88.000,80.000,https://www.justwatch.com/de/Film/Donnie-Darko,
266,313,Die Reifeprüfung,The Graduate,1967,102,Komödie | Romanze,USA,Mike Nichols,Dustin Hoffman | Anne Bancroft | Katharine Ross,8,87.000,90.000,https://www.justwatch.com/de/Film/Die-Reifepruefung,
267,314,Der mit dem Wolf tanzt,Dances with Wolves,1990,181,Drama | Western,UK | USA,Kevin Costner,Kevin Costner | Mary McDonnell | Graham Greene,8,87.000,87.000,https://www.justwatch.com/de/Film/Der-mit-dem-Wolf-tanzt,
268,315,Winterschlaf,Kış Uykusu,2014,196,Coming-of-Age | Drama,TUR,Nuri Bilge Ceylan,Haluk Bilginer | Melisa Sözen | Demet Akbağ,8,87.000,84.000,https://www.justwatch.com/de/Film/Winterschlaf,
269,316,Underground,Подземље / Podzemlje,1995,163,Drama | Komödie,BUL | CZE | FRA | GER | HUN | SRB,Emir Kusturica,Miki Manojlović | Lazar Ristovski | Mirjana Joković,8,86.000,96.000,https://www.justwatch.com/de/Film/underground-1995,
1141,317,Ip Man,葉問 / Yè Wèn,2008,106,Action | Drama,CHN | HKG,Wilson Yip,Donnie Yen | Simon Yam | Fan Siu-Wong,8,86.000,93.000,https://www.justwatch.com/de/Film/Ip-Man,
270,318,Eine Frau unter Einfluß,A Woman Under the Influence,1974,155,Drama | Romanze,USA,John Cassavetes,Gena Rowlands | Peter Falk | Fred Draper,8,86.000,91.000,https://www.justwatch.com/de/Film/Eine-Frau-unter-Einfluss,
271,319,Planet der Affen,Planet of the Apes,1968,112,Abenteuer | Sci-Fi,USA,Franklin J. Schaffner,Charlton Heston | Roddy McDowall | Kim Hunter,8,86.000,88.000,https://www.justwatch.com/de/Film/Planet-der-Affen-1,
272,320,Der Duft der Frauen,Scent of a Woman,1992,156,Drama | Tragödie,USA,Martin Brest,Al Pacino | Chris O'Donnell | James Rebhorn,8,85.000,92.000,https://www.justwatch.com/de/Film/Der-Duft-der-Frauen,
273,321,Das Meer in mir,Mar adentro,2004,125,Biografie | Drama,ESP | FRA | ITA,Alejandro Amenábar,Javier Bardem | Belén Rueda | Lola Dueñas,8,85.000,92.000,https://www.justwatch.com/de/Film/Das-Meer-in-mir,
274,322,Deadpool,,2016,109,Action | Komödie,USA,Tim Miller,Ryan Reynolds | Morena Baccarin | Ed Skrein,8,85.000,90.000,https://www.justwatch.com/de/Film/Deadpool,
1194,323,JFK: Tatort Dallas,JFK,1991,189,Drama | Thriller,FRA | USA,Oliver Stone,Kevin Costner | Tommy Lee Jones | Gary Oldman,8,85.000,88.000,https://www.justwatch.com/de/Film/JFK-Tatort-Dallas,
275,324,Black Swan,,2010,108,Horror | Thriller,USA,Darren Aronofsky,Natalie Portman | Mila Kunis | Vincent Cassel,8,85.000,84.000,https://www.justwatch.com/de/Film/Black-Swan,
276,325,Kill Bill: Vol.2,,2004,137,Action | Thriller,USA,Quentin Tarantino,Uma Thurman | David Carradine | Michael Madsen,8,84.000,89.000,https://www.justwatch.com/de/Film/Kill-Bill-Vol-2,
277,326,Dune,,2021,155,Abenteuer | Sci-Fi,USA,Denis Villeneuve,Timothée Chalamet | Rebecca Ferguson | Oscar Isaac,8,83.000,90.000,https://www.justwatch.com/de/Film/Dune-2020,
1203,327,Into the Wild,,2007,148,Abenteuer | Drama,USA,Sean Penn,Emile Hirsch | Vince Vaughn | Catherine Keener,8,83.000,89.000,https://www.justwatch.com/de/Film/In-die-Wildnis,
278,328,Magnolia,,1999,188,Drama | Tragödie,USA,Paul Thomas Anderson,Tom Cruise | Julianne Moore | Philip Seymour Hoffman,8,82.000,89.000,https://www.justwatch.com/de/Film/Magnolia,
279,329,Manons Rache,Manon des sources,1986,113,Drama | Drama,FRA | ITA | SUI,Claude Berri,Emmanuelle Béart | Daniel Auteuil | Yves Montand,8,81.000,93.000,https://www.justwatch.com/de/Film/Manons-Rache,
1185,330,Nokan - Die Kunst des Ausklangs,おくりびと / Okuribito,2008,130,Drama | Drama,JAP,Yōjirō Takita,Masahiro Motoki | Ryōko Hirosue | Tsutomu Yamazaki,8,80.000,92.000,https://www.justwatch.com/de/Film/Nokan-Die-Kunst-des-Ausklangs,
280,331,The Revenant – Der Rückkehrer,The Revenant,2015,156,Abenteuer | Drama,USA,Alejandro G. Iñárritu,Leonardo DiCaprio | Tom Hardy | Domhnall Gleeson,8,78.000,84.000,https://www.justwatch.com/de/Film/The-Revenant,
281,332,Yol - Der Weg,Yol,1982,124,Drama | Politdrama,FRA | SUI | TUR,Yılmaz Güney,Tarık Akan | Şerif Sezer | Halil Ergün,8,77.000,94.000,https://www.justwatch.com/de/Film/Yol-Der-Weg,
282,333,Big Fish,,2003,125,Drama | Fantasy,USA,Tim Burton,Ewan McGregor | Albert Finney | Billy Crudup,8,76.000,89.000,https://www.justwatch.com/de/Film/Big-Fish-Der-Zauber-der-ein-Leben-zur-Legende-macht,
283,334,Sin City,,2005,119,Action | Krimi,USA,Robert Rodriguez,Mickey Rourke | Clive Owen | Bruce Willis,8,76.000,78.000,https://www.justwatch.com/de/Film/Sin-City,
284,335,Fitzcarraldo,,1982,158,Abenteuer | Drama,GER | PER,Werner Herzog,Klaus Kinski | Claudia Cardinale | José Lewgoy,8,74.000,92.000,https://www.justwatch.com/de/Film/Fitzcarraldo,
285,336,Landschaft im Nebel,Topio stin omichli,1988,127,Drama | Roadmovie,FRA | GRE | ITA,Theo Angelopoulos,Michalis Zeke | Tania Palaiologou | Stratos Tzortzoglou,8,71.000,91.000,https://www.justwatch.com/de/Film/Landschaft-im-Nebel,
286,337,In the Heat of the Sun,Yángguāng Cànlàn De Rìzi,1994,140,Drama | Romanze,CHN,Jiang Wen,Xia Yu | Ning Jing | Geng Le,8,70.000,96.000,,
287,338,Dogville,,2003,178,Drama | Krimi,DEN | FRA | GER | SWE | UK,Lars von Trier,Nicole Kidman | Paul Bettany | Lauren Bacall,8,70.000,89.000,https://www.justwatch.com/de/Film/Dogville,
288,339,Schande,Skammen,1968,103,Drama | Drama,SWE,Ingmar Bergman,Liv Ullmann | Max von Sydow | Gunnar Björnstrand,8,67.000,89.000,https://www.justwatch.com/de/Film/Schande-1968,
289,340,Tropa de Elite,,2007,115,Drama | Krimi,BRA,José Padilha,Wagner Moura | André Ramiro | Caio Junqueira,8,51.000,87.000,https://www.justwatch.com/de/Film/Elite-Squad,
290,341,Indien,,1993,90,Drama | Komödie,AUT,Paul Harather,Josef Hader | Alfred Dorfer | Maria Hofstätter,7.9,,,https://www.justwatch.com/de/Film/Indien,
291,342,Züchte Raben…,Cría cuervos,1976,112,Coming-of-Age | Drama,ESP,Carlos Saura,Ana Torrent | Geraldine Chaplin | Mónica Randall,7.9,100.000,94.000,https://www.justwatch.com/de/Film/Zuechte-Raben,
1152,343,Tampopo – Magische Nudeln,タンポポ  / Tanpopo,1985,114,Komödie | Satire,JAP,Jûzô Itami,Tsutomu Yamazaki | Nobuko Miyamoto | Kôji Yakusho,7.9,100.000,93.000,https://www.justwatch.com/de/Film/Tampopo,
292,344,Kes,,1969,112,Coming-of-Age | Drama,UK,Ken Loach,David Bradley | Freddie Fletcher | Lynne Perrie,7.9,100.000,91.000,https://www.justwatch.com/de/Film/kes,
293,345,Still Walking,Aruitemo aruitemo,2008,114,Drama | Tragödie,JAP,Hirokazu Koreeda,Hiroshi Abe | Yui Natsukawa | You,7.9,100.000,90.000,https://www.justwatch.com/de/Film/Gelbe-Schmetterlinge,
1241,346,Panzerkreuzer Potemkin,Броненосец Потёмкин / Bronenosets Potyomkin,1925,75,Drama | Krieg,UdSSR,Sergei Eisenstein,Alexsandr Antonov | Vladimir Barsky | Grigori Alexsandrov,7.9,100.000,86.000,https://www.justwatch.com/de/Film/Bronenosets-Potyomkin,
294,347,Der Spiegel,Zerkalo,1975,108,Biografie | Drama,UdSSR,Andrei Tarkovsky,Margarita Terekhova | Filipp Yankovskiy | Ignat Daniltsev,7.9,100.000,82.000,https://www.justwatch.com/de/Film/Der-Spiegel,
295,348,Shoplifters - Familienbande,Manbiki kazoku,2018,121,Drama | Krimi,JAP,Hirokazu Koreeda,Lily Franky | Sakura Ando | Kirin Kiki,7.9,99.000,91.000,https://www.justwatch.com/de/Film/Shoplifters,
1166,349,Die Spur des Falken,The Maltese Falcon,1941,100,Drama | Krimi,USA,John Huston,Humphrey Bogart | Mary Astor | Peter Lorre,7.9,99.000,91.000,https://www.justwatch.com/de/Film/Die-Spur-des-Falken,
296,350,"The Wrestler – Ruhm, Liebe, Schmerz",The Wrestler,2008,109,Drama | Sport,USA,Darren Aronofsky,Mickey Rourke | Marisa Tomei | Evan Rachel Wood,7.9,99.000,88.000,https://www.justwatch.com/de/Film/The-Wrestler-Ruhm-Liebe-Schmerz,
297,351,Der Fremde im Zug,Strangers on a Train,1951,93,Krimi | Thriller,USA,Alfred Hitchcock,Farley Granger | Robert Walker | Ruth Roman,7.9,98.000,92.000,https://www.justwatch.com/de/Film/Der-Fremde-im-Zug,
1064,352,Short Term 12,,2013,96,Drama | Drama,USA,Destin Daniel Cretton,Brie Larson | John Gallagher Jr. | Kaitlyn Dever,7.9,98.000,92.000,https://www.justwatch.com/de/Film/Short-Term-12-Stille-Helden,
298,353,Für eine Handvoll Dollar,Per un pugno di dollari,1964,99,Action | Western,ESP | GER | ITA,Sergio Leone,Clint Eastwood | Marianne Koch | Gian Maria Volonté,7.9,98.000,91.000,https://www.justwatch.com/de/Film/Fuer-eine-Handvoll-Dollar,
299,354,Der große Irrtum,Il conformista,1970,111,Drama | Thriller,FRA | GER | ITA,Bernardo Bertolucci,Jean-Louis Trintignant | Stefania Sandrelli | Gastone Moschin,7.9,98.000,90.000,https://www.justwatch.com/de/Film/Der-grosse-Irrtum,
300,355,Die Werckmeisterschen Harmonien,Werckmeister harmóniák,2000,145,Drama | Mystery,FRA | GER | HUN | ITA,Béla Tarr,Lars Rudolph | Peter Fitz | Hanna Schygulla,7.9,98.000,90.000,https://www.justwatch.com/de/Film/Die-Werckmeisterschen-Harmonien,
301,356,Der Leopard,Il Gattopardo,1963,185,Drama | Tragödie,FRA | ITA,Luchino Visconti,Burt Lancaster | Alain Delon | Claudia Cardinale,7.9,98.000,89.000,https://www.justwatch.com/de/Film/Der-Leopard,
302,357,Der diskrete Charme der Bourgeoisie,Le charme discret de la bourgeoisie,1972,102,Drama | Komödie,ESP | FRA | ITA,Luis Buñuel,Fernando Rey | Paul Frankeur | Delphine Seyrig,7.9,98.000,88.000,https://www.justwatch.com/de/Film/Der-diskrete-Charme-der-Bourgeoisie,
303,358,Tiger and Dragon,"Crouching Tiger, Hidden Dragon",2000,120,Abenteuer | Action,CHN | HKG | TWN | USA,Ang Lee,Chow Yun-Fat | Michelle Yeoh | Zhang Ziyi,7.9,98.000,86.000,https://www.justwatch.com/de/Film/Tiger-und-Dragon,
304,359,Before Midnight,,2013,109,Drama | Romanze,GRE | USA,Richard Linklater,Ethan Hawke | Julie Delpy | Seamus Davey-Fitzpatrick,7.9,98.000,82.000,https://www.justwatch.com/de/Film/Before-Midnight,
305,360,The Holdovers,,2023,133,Drama | Komödie,USA,Alexander Payne,Paul Giamatti | Da'Vine Joy Randolph | Dominic Sessa,7.9,97.000,92.000,https://www.justwatch.com/de/Film/the-holdovers,
1016,361,Die Katze auf dem heißen Blechdach,Cat on a Hot Tin Roof,1958,108,Drama | Komödie,USA,Richard Brooks,Elizabeth Taylor | Paul Newman | Burl Ives,7.9,97.000,92.000,https://www.justwatch.com/de/Film/Die-Katze-auf-dem-heissen-Blechdach,
1114,362,Knives Out – Mord ist Familiensache,Knives Out,2019,130,Komödie | Krimi,USA,Rian Johnson,Daniel Craig | Ana de Armas | Chris Evans,7.9,97.000,92.000,https://www.justwatch.com/de/Film/Knives-Out,
306,363,Botschafter der Angst,The Manchurian Candidate,1962,126,Drama | Thriller,USA,John Frankenheimer,Frank Sinatra | Laurence Harvey | Janet Leigh,7.9,97.000,90.000,https://www.justwatch.com/de/Film/Botschafter-der-Angst,
1018,364,Endstation Sehnsucht,A Streetcar Named Desire,1951,122,Drama | Drama,USA,Elia Kazan,Vivien Leigh | Marlon Brando | Kim Hunter,7.9,97.000,89.000,https://www.justwatch.com/de/Film/Endstation-Sehnsucht,
1260,365,Das verlorene Wochenende,The Lost Weekend,1945,101,Drama | Drama,USA,Billy Wilder,Ray Milland | Jane Wyman | Phillip Terry,7.9,97.000,89.000,https://www.justwatch.com/de/Film/Das-verlorene-Wochenende,
307,366,A Taxi Driver,Taxi Unjeonsa,2017,137,Action | Drama,KOR,Jang Hoon,Song Kang-ho | Thomas Kretschmann | Yoo Hae-jin,7.9,97.000,82.000,https://www.justwatch.com/de/Film/taegsiunjeonsa,
308,367,Boyhood,,2014,163,Coming-of-Age | Drama,USA,Richard Linklater,Ellar Coltrane | Patricia Arquette | Ethan Hawke,7.9,97.000,80.000,https://www.justwatch.com/de/Film/Boyhood,
309,368,This Is Spinal Tap,,1984,82,Komödie | Musical,USA,Rob Reiner,Michael McKean | Christopher Guest | Harry Shearer,7.9,96.000,92.000,https://www.justwatch.com/de/Film/Die-Jungs-von-Spinal-Tap,
310,369,In der Hitze der Nacht,In the Heat of the Night,1967,109,Drama | Thriller,USA,Norman Jewison,Sidney Poitier | Rod Steiger | Warren Oates,7.9,96.000,92.000,https://www.justwatch.com/de/Film/In-der-Hitze-der-Nacht,
1235,370,Im Zeichen des Bösen,Touch of Evil,1958,111,Krimi | Thriller,USA,Orson Welles,Charlton Heston | Orson Welles | Janet Leigh,7.9,96.000,92.000,https://www.justwatch.com/de/Film/Im-Zeichen-des-Boesen,
1264,371,Vier im roten Kreis,Le Cercle rouge,1970,140,Krimi | Thriller,FRA | ITA,Jean-Pierre Melville,Alain Delon | Yves Montand | Gian Maria Volonté,7.9,96.000,92.000,https://www.justwatch.com/de/Film/Vier-im-roten-Kreis,
311,372,Berüchtigt,Notorious,1946,98,Drama | Thriller,USA,Alfred Hitchcock,Cary Grant | Ingrid Bergman | Claude Rains,7.9,96.000,91.000,https://www.justwatch.com/de/Film/Beruechtigt,
312,373,Perfect Days,,2023,125,Drama | Tragödie,GER | JAP,Wim Wenders,Koji Yakusho | Tokio Emoto | Arisa Nakano,7.9,96.000,90.000,https://www.justwatch.com/de/Film/perfect-days,
313,374,"4 Monate, 3 Wochen und 2 Tage","4 luni, 3 săptămâni și 2 zile",2007,113,Drama | Tragödie,ROU,Cristian Mungiu,Anamaria Marinca | Laura Vasiliu | Vlad Ivanov,7.9,96.000,86.000,https://www.justwatch.com/de/Film/4-Monate-3-Wochen-und-2-Tage,
314,375,Der Himmel über Berlin,,1987,128,Fantasy | Romanze,FRA | GER,Wim Wenders,Bruno Ganz | Solveig Dommartin | Otto Sander,7.9,95.000,93.000,https://www.justwatch.com/de/Film/Der-Himmel-ueber-Berlin,
315,376,Die Ewigkeit und ein Tag,Μια αιωνιότητα και μια μέρα / Mia aioniótita kai mia méra,1998,137,Drama | Drama,GRE,Theo Angelopoulos,Bruno Ganz | Isabelle Renauld | Fabrizio Bentivoglio,7.9,95.000,93.000,https://www.justwatch.com/de/Film/die-ewigkeit-und-ein-tag,
316,377,Ghost In The Shell,攻殻機動隊 / Kōkaku Kidōtai,1995,83,Action | Sci-Fi,JAP | UK,Mamoru Oshii,,7.9,95.000,89.000,https://www.justwatch.com/de/Film/Ghost-in-the-Shell,
1161,378,Marriage Story,,2019,137,Drama | Komödie,USA,Noah Baumbach,Adam Driver | Scarlett Johansson | Laura Dern,7.9,95.000,85.000,https://www.justwatch.com/de/Film/Marriage-Story,
317,379,Asphalt-Haie,Pixote: A Lei do Mais Fraco,1981,128,Drama | Krimi,BRA,Héctor Babenco,Fernando Ramos | Marília Pêra | Jorge Julião,7.9,94.000,93.000,https://www.justwatch.com/de/Film/Asphalt-Haie,
