excel_id,row,title,original_title,release_year,runtime_minutes,genres,countries,director,cast,imdb,tomatometer,popcornmeter,justwatch_url,poster_url
111,117,Das Wort,Ordet,1955,126,Drama | Fantasy,DEN,Carl Theodor Dreyer,Henrik Malberg | Emil Hass Christensen | Birgitte Federspiel,8.2,100.000,91.000,https://www.justwatch.com/de/Film/Das-Wort,
112,118,L.A. Confidential,,1997,138,Krimi | Thriller,USA,Curtis Hanson,Kevin Spacey | Russell Crowe | Guy Pearce,8.2,99.000,94.000,https://www.justwatch.com/de/Film/LA-Confidential-Jeder-hat-seinen-Preis-1997,
113,119,Alles über Eva,All About Eve,1950,138,Drama | Komödie,USA,Joseph L. Mankiewicz,Bette Davis | Anne Baxter | George Sanders,8.2,99.000,94.000,https://www.justwatch.com/de/Film/Alles-ueber-Eva,
114,120,Rashomon - Das Lustwäldchen,Rashōmon,1950,88,Drama | Krimi,JAP,Akira Kurosawa,Toshirô Mifune | Machiko Kyō | Masayuki Mori,8.2,98.000,93.000,https://www.justwatch.com/de/Film/Rashomon-Das-Lustwaeldchen,
115,121,Umberto D.,,1952,89,Drama | Tragödie,ITA,Vittorio De Sica,Carlo Battisti | Maria Pia Casilio | Lina Gennari,8.2,98.000,93.000,https://www.justwatch.com/de/Film/Umberto-D,
116,122,The Father,,2020,97,Drama | Drama,FRA | USA,Florian Zeller,Anthony Hopkins | Olivia Colman | Imogen Poots,8.2,98.000,88.000,https://www.justwatch.com/de/Film/The-Father-2020,
117,123,Top Gun: Maverick,,2022,130,Abenteuer | Action,USA,Joseph Kosinski,Tom Cruise | Miles Teller | Jennifer Connelly,8.2,96.000,99.000,https://www.justwatch.com/de/Film/Top-Gun-Maverick,
118,124,Yojimbo - Der Leibwächter,Yōjimbō,1961,110,Action | Drama,JAP,Akira Kurosawa,Toshirô Mifune | Tatsuya Nakadai | Yôko Tsukasa,8.2,96.000,96.000,https://www.justwatch.com/de/Film/Yojimbo-Der-Leibwaechter,
119,125,Ran,,1985,162,Action | Drama,FRA | JAP,Akira Kurosawa,Tatsuya Nakadai | Akira Terao | Jinpachi Nezu,8.2,96.000,95.000,https://www.justwatch.com/de/Film/Ran,
120,126,Erbarmungslos,Unforgiven,1992,131,Drama | Western,USA,Clint Eastwood,Clint Eastwood | Gene Hackman | Morgan Freeman,8.2,96.000,93.000,https://www.justwatch.com/de/Film/Erbarmungslos,
121,127,The Act of Killing,,2012,159,Doku | Krieg,DEN | NOR | UK,Joshua Oppenheimer,Anwar Congo | Herman Koto | Adi Zulkadry,8.2,96.000,85.000,https://www.justwatch.com/de/Film/The-Act-of-Killing,
122,128,Manche mögen's heiß,Some Like It Hot,1959,121,Komödie | Romanze,USA,Billy Wilder,Marilyn Monroe | Tony Curtis | Jack Lemmon,8.2,95.000,94.000,https://www.justwatch.com/de/Film/Manche-moegens-heiss,
123,129,Pans Labyrinth,El laberinto del fauno,2006,119,Drama | Fantasy,ESP | MEX,Guillermo del Toro,Ivana Baquero | Sergi López | Maribel Verdú,8.2,95.000,91.000,https://www.justwatch.com/de/Film/Pans-Labyrinth,
124,130,Gesprengte Ketten,The Great Escape,1963,172,Drama | Krieg,USA,John Sturges,Steve McQueen | James Garner | Richard Attenborough,8.2,94.000,95.000,https://www.justwatch.com/de/Film/Gesprengte-Ketten,
125,131,Stirb langsam,Die Hard,1988,132,Action | Thriller,USA,John McTiernan,Bruce Willis | Alan Rickman | Bonnie Bedelia,8.2,94.000,94.000,https://www.justwatch.com/de/Film/Stirb-langsam,
126,132,Asian Godfather - Die Gangs von Wasseypur,Gangs of Wasseypur,2012,320,Drama | Krimi,IND,Anurag Kashyap,Manoj Bajpayee | Nawazuddin Siddiqui | Tigmanshu Dhulia,8.2,94.000,91.000,https://www.justwatch.com/de/Film/Gangs-of-Wasseypur-Teil-1,
127,133,Die Truman Show,The Truman Show,1998,99,Drama | Komödie,USA,Peter Weir,Jim Carrey | Laura Linney | Ed Harris,8.2,94.000,89.000,https://www.justwatch.com/de/Film/Die-Truman-Show,
128,134,No Country for Old Men,,2007,122,Thriller | Western,USA,"Joel Coen, Ethan Coen",Josh Brolin | Javier Bardem | Tommy Lee Jones,8.2,93.000,86.000,https://www.justwatch.com/de/Film/No-Country-for-Old-Men,
129,135,Die Ritter der Kokosnuß,Monty Python and the Holy Grail,1975,91,Abenteuer | Komödie,UK,Terry Jones,Graham Chapman | John Cleese | Eric Idle,8.2,92.000,95.000,https://www.justwatch.com/de/Film/Die-Ritter-der-Kokosnuss,
130,136,Für ein paar Dollar mehr,Per qualche dollaro in più,1965,130,Drama | Western,ESP | GER | ITA,Sergio Leone,Clint Eastwood | Lee Van Cleef | Klaus Kinski,8.2,92.000,94.000,https://www.justwatch.com/de/Film/Fuer-ein-paar-Dollar-mehr,
131,137,Die Vergessenen,Los olvidados,1950,85,Drama | Krimi,MEX,Luis Buñuel,Alfonso Mejía | Roberto Cobo | Estela Inda,8.2,91.000,95.000,https://www.justwatch.com/de/Film/die-vergessenen-1950,
1246,138,Rocco und seine Brüder,Rocco e i suoi fratelli,1960,177,Drama | Krimi,FRA | ITA,Luchino Visconti,Alain Delon | Renato Salvatori | Annie Girardot,8.2,91.000,94.000,https://www.justwatch.com/de/Film/Rocco-und-seine-Brueder,
132,139,Der Elefantenmensch,The Elephant Man,1980,124,Biografie | Drama,USA,David Lynch,John Hurt | Anthony Hopkins | Anne Bancroft,8.2,91.000,93.000,https://www.justwatch.com/de/Film/Der-Elefantenmensch-1980,
133,140,Jurassic Park,,1993,127,Abenteuer | Sci-Fi,USA,Steven Spielberg,Sam Neill | Laura Dern | Jeff Goldblum,8.2,91.000,91.000,https://www.justwatch.com/de/Film/Jurassic-Park,
134,141,There Will Be Blood,,2007,158,Drama | Tragödie,USA,Paul Thomas Anderson,Daniel Day-Lewis | Paul Dano | Ciarán Hinds,8.2,91.000,86.000,https://www.justwatch.com/de/Film/There-Will-Be-Blood,
135,142,Der Untergang,,2004,155,Drama | Krieg,AUT | GER | ITA,Oliver Hirschbiegel,Bruno Ganz | Alexandra Maria Lara | Ulrich Matthes,8.2,90.000,94.000,https://www.justwatch.com/de/Film/Der-Untergang,
136,143,Full Metal Jacket,,1987,116,Drama | Krieg,UK | USA,Stanley Kubrick,Matthew Modine | R. Lee Ermey | Vincent D'Onofrio,8.2,90.000,94.000,https://www.justwatch.com/de/Film/Full-Metal-Jacket,
137,144,Am Rande des Rollfelds,La Jetée,1962,28,Drama | Sci-Fi,FRA,Chris Marker,Jean Négroni | Hélène Chatelain | Davos Hanich,8.2,90.000,93.000,https://www.justwatch.com/de/Film/La-Jetee-Am-Rande-des-Rollfelds,
138,145,Bei Anruf Mord,Dial M for Murder,1954,101,Krimi | Thriller,USA,Alfred Hitchcock,Ray Milland | Grace Kelly | Robert Cummings,8.2,90.000,92.000,https://www.justwatch.com/de/Film/Bei-Anruf-Mord-1954,
139,146,Vom Winde verweht,Gone with the Wind,1939,238,Drama | Romanze,USA,Victor Fleming,Vivien Leigh | Clark Gable | Olivia de Havilland,8.2,90.000,92.000,https://www.justwatch.com/de/Film/Vom-Winde-verweht,
140,147,Taxi Driver,,1976,114,Drama | Krimi,USA,Martin Scorsese,Robert de Niro | Jodie Foster | Harvey Keitel,8.2,89.000,93.000,https://www.justwatch.com/de/Film/Taxi-Driver,
1175,148,In ihren Augen,El secreto de sus ojos,2009,129,Drama | Krimi,ARG | ESP,Juan José Campanella,Ricardo Darín | Soledad Villamil | Pablo Rago,8.2,89.000,93.000,https://www.justwatch.com/de/Film/In-ihren-Augen,
141,149,Close-Up,Nema-ye Nazdik,1990,98,Doku | Drama,IRN,Abbas Kiarostami,Hossain Sabzian | Mohsen Makhmalbaf | Abolfazl Ahankhah,8.2,89.000,88.000,https://www.justwatch.com/de/Film/Close-Up,
142,150,1917,,2019,119,Action | Krieg,UK | USA,Sam Mendes,George MacKay | Dean-Charles Chapman | Mark Strong,8.2,88.000,88.000,https://www.justwatch.com/de/Film/1917,
143,151,Uhrwerk Orange,A Clockwork Orange,1971,136,Drama | Krimi,UK | USA,Stanley Kubrick,Malcolm McDowell | Patrick Magee | Michael Bates,8.2,86.000,93.000,https://www.justwatch.com/de/Film/Uhrwerk-Orange,
144,152,The Sixth Sense – Der Sechste Sinn,The Sixth Sense,1999,107,Mystery | Thriller,USA,M. Night Shyamalan,Bruce Willis | Haley Joel Osment | Toni Collette,8.2,86.000,90.000,https://www.justwatch.com/de/Film/The-Sixth-Sense-Der-Sechste-Sinn,
145,153,Batman Begins,,2005,140,Action | Krimi,UK | USA,Christopher Nolan,Christian Bale | Michael Caine | Liam Neeson,8.2,85.000,94.000,https://www.justwatch.com/de/Film/Batman-Begins,
146,154,Das Ding aus einer anderen Welt,The Thing,1982,109,Horror | Sci-Fi,USA,John Carpenter,Kurt Russell | Wilford Brimley | Keith David,8.2,85.000,92.000,https://www.justwatch.com/de/Film/Das-Ding-aus-einer-anderen-Welt-1982,
147,155,Kill Bill: Vol.1,,2003,111,Action | Thriller,USA,Quentin Tarantino,Uma Thurman | Lucy Liu | Vivica A. Fox,8.2,85.000,81.000,https://www.justwatch.com/de/Film/Kill-Bill-Vol-1,
148,156,Indiana Jones und der letzte Kreuzzug,Indiana Jones and the Last Crusade,1989,127,Abenteuer | Action,USA,Steven Spielberg,Harrison Ford | Sean Connery | Alison Doody,8.2,84.000,94.000,https://www.justwatch.com/de/Film/Indiana-Jones-und-der-letzte-Kreuzzug,
149,157,Casino,,1995,178,Drama | Krimi,FRA | USA,Martin Scorsese,Robert de Niro | Sharon Stone | Joe Pesci,8.2,79.000,93.000,https://www.justwatch.com/de/Film/Casino,
150,158,The Wolf of Wallstreet,,2013,180,Komödie | Thriller,USA,Martin Scorsese,Leonardo DiCaprio | Jonah Hill | Margot Robbie,8.2,79.000,83.000,https://www.justwatch.com/de/Film/The-Wolf-of-Wall-Street,
151,159,Green Book – Eine besondere Freundschaft,Green Book,2018,130,Drama | Komödie,CHN | USA,Peter Farrelly,Viggo Mortensen | Mahershala Ali | Linda Cardellini,8.2,77.000,91.000,https://www.justwatch.com/de/Film/Green-Book,
152,160,Snatch - Schweine und Diamanten,Snatch,2000,104,Komödie | Krimi,UK,Guy Ritchie,Jason Statham | Brad Pitt | Benicio del Toro,8.2,74.000,93.000,https://www.justwatch.com/de/Film/Snatch-Schweine-und-Diamanten,
153,161,A Beautiful Mind: Genie und Wahnsinn,A Beautiful Mind,2001,135,Biografie | Drama,USA,Ron Howard,Russell Crowe | Jennifer Connelly | Ed Harris,8.2,74.000,93.000,https://www.justwatch.com/de/Film/A-Beautiful-Mind-Genie-und-Wahnsinn,
154,162,Shutter Island,,2010,138,Mystery | Thriller,USA,Martin Scorsese,Leonardo DiCaprio | Mark Ruffalo | Ben Kingsley,8.2,69.000,77.000,https://www.justwatch.com/de/Film/Shutter-Island,
155,163,Die Zeit der Zigeuner,Дом за вешање / Dom za vešanje,1988,135,Drama | Krimi,SFJR,Emir Kusturica,Davor Dujmović | Bora Todorović | Ljubica Adžović,8.1,100.000,97.000,https://www.justwatch.com/de/Film/Dom-za-vesanje,
156,164,Die Nächte der Cabiria,Le notti di Cabiria,1957,110,Drama | Tragödie,FRA | ITA,Federico Fellini,Giulietta Masina | François Périer | Franca Marzi,8.1,100.000,94.000,https://www.justwatch.com/de/Film/Die-Naechte-der-Cabiria,
157,165,Fanny und Alexander,Fanny och Alexander,1982,312,Drama | Tragödie,FRA | GER | SWE,Ingmar Bergman,Bertil Guve | Pernilla Allwin | Kristina Adolphson,8.1,100.000,94.000,https://www.justwatch.com/de/Film/Fanny-und-Alexander,
158,166,Drei Farben: Rot,Trois couleurs: Rouge,1994,99,Drama | Romanze,FRA | POL | SUI,Krzysztof Kieślowski,Irène Jacob | Jean-Louis Trintignant | Jean-Pierre Lorit,8.1,100.000,94.000,https://www.justwatch.com/de/Film/Drei-Farben-Rot,
1164,167,Lohn der Angst,Le salaire de la peur,1953,150,Drama | Thriller,FRA | ITA,Henri-Georges Clouzot,Yves Montand | Charles Vanel | Peter van Eyck,8.1,100.000,94.000,https://www.justwatch.com/de/Film/Lohn-der-Angst,
159,168,Die Reise nach Tokyo,東京物語 / Tōkyō Monogatari,1953,136,Drama | Tragödie,JAP,Yasujirō Ozu,Chishū Ryū | Chieko Higashiyama | Setsuko Hara,8.1,100.000,93.000,https://www.justwatch.com/de/Film/Die-Reise-nach-Tokio,
160,169,Before Sunrise,,1995,101,Drama | Romanze,AUT | USA,Richard Linklater,Ethan Hawke | Julie Delpy,8.1,100.000,93.000,https://www.justwatch.com/de/Film/Before-Sunrise-Zwischenstop-in-Wien,
1243,170,Ein zum Tode Verurteilter ist entflohen,Un condamné à mort s’est échappé,1956,100,Drama | Thriller,FRA,Robert Bresson,François Leterrier | Charles Le Clainche | Maurice Beerblock,8.1,100.000,93.000,https://www.justwatch.com/de/Film/Ein-zum-Tode-Verurteilter-ist-entflohen,
161,171,Wo ist das Haus meines Feundes?,Khane-ye doust kojast?,1987,83,Drama | Familienfilm,IRN,Abbas Kiarostami,Babek Ahmed Poor | Ahmed Ahmed Poor | Khodabakhsh Defaei,8.1,100.000,91.000,https://www.justwatch.com/de/Film/Wo-ist-das-Haus-meines-Freundes,
1257,172,Tag der Rache,Vredens dag,1943,97,Drama | Horror,DEN,Carl Theodor Dreyer,Thorkild Roose | Lisbeth Movin | Preben Lerdorff Rye,8.1,100.000,91.000,https://www.justwatch.com/de/Film/Tag-der-Rache,
162,173,Terminator,The Terminator,1984,107,Action | Sci-Fi,USA,James Cameron,Arnold Schwarzenegger | Linda Hamilton | Michael Biehn,8.1,100.000,89.000,https://www.justwatch.com/de/Film/Terminator,
1238,174,Früchte des Zorns,The Grapes of Wrath,1940,129,Drama | Drama,USA,John Ford,Henry Fonda | Jane Darwell | John Carradine,8.1,100.000,88.000,https://www.justwatch.com/de/Film/Fruechte-des-Zorns,
1014,175,Die Faust im Nacken,On the Waterfront,1954,108,Drama | Krimi,USA,Elia Kazan,Marlon Brando | Eva Marie Saint | Karl Malden,8.1,99.000,95.000,https://www.justwatch.com/de/Film/Die-Faust-im-Nacken,
1278,176,Schlacht um Algier,La battaglia di Algeri,1966,121,Drama | Krieg,ALG | ITA,Gillo Pontecorvo,Brahim Hadjadj | Jean Martin | Yacef Saadi,8.1,99.000,95.000,https://www.justwatch.com/de/Film/Schlacht-um-Algier,
1183,177,Der dritte Mann,The Third Man,1949,104,Mystery | Thriller,UK | USA,Carol Reed,Joseph Cotten | Alida Valli | Orson Welles,8.1,99.000,93.000,https://www.justwatch.com/de/Film/Der-dritte-Mann,
163,178,Chinatown,,1974,130,Mystery | Thriller,USA,Roman Polanski,Jack Nicholson | Faye Dunaway | John Huston,8.1,98.000,93.000,https://www.justwatch.com/de/Film/Chinatown,
1255,179,Die Passion der Jungfrau von Orléans,La Passion de Jeanne d’Arc,1928,97,Drama | Drama,FRA,Carl Theodor Dreyer,Maria Falconetti | Antonin Artaud | Eugène Silvain,8.1,98.000,93.000,https://www.justwatch.com/de/Film/Johanna-von-Orleans-Die-Passion-der-Heiligen-Johanna,
164,180,Rebecca,,1940,130,Drama | Mystery,USA,Alfred Hitchcock,Laurence Olivier | Joan Fontaine | Judith Anderson,8.1,98.000,92.000,https://www.justwatch.com/de/Film/Rebecca,
1254,181,Sonnenaufgang – Lied von zwei Menschen,Sunrise: A Song of Two Humans,1927,95,Drama | Romanze,USA,F.W. Murnau,George O'Brien | Janet Gaynor | Margaret Livingston,8.1,98.000,92.000,https://www.justwatch.com/de/Film/Sunrise-Sonnenaufgang-Lied-von-zwei-Menschen,
1128,182,Für immer hier,Ainda Estou Aqui,2024,135,Biografie | Drama,BRA | FRA,Walter Salles,Fernanda Torres | Selton Mello | Fernanda Montenegro,8.1,97.000,97.000,https://www.justwatch.com/de/Film/im-still-here-2025,
165,183,Rote Laterne,Dà hóng dēnglóng gāogāo guà,1991,125,Drama | Romanze,CHN | HKG | TWN,Zhang Yimou,Gong Li | Saifei He | Jingwu Ma,8.1,97.000,94.000,https://www.justwatch.com/de/Film/Rote-Laterne,
166,184,Spotlight,,2015,128,Biografie | Drama,USA,Tom McCarthy,Mark Ruffalo | Michael Keaton | Rachel McAdams,8.1,97.000,93.000,https://www.justwatch.com/de/Film/Spotlight,
167,185,Armee im Schatten,L’Armée des ombres,1969,138,Drama | Krieg,FRA | ITA,Jean-Pierre Melville,Lino Ventura | Paul Meurisse | Simone Signoret,8.1,97.000,93.000,https://www.justwatch.com/de/Film/Armee-im-Schatten,
1233,186,Die große Illusion,La Grande Illusion,1937,113,Drama | Krieg,FRA,Jean Renoir,Jean Gabin | Pierre Fresnay | Erich von Stroheim,8.1,97.000,92.000,https://www.justwatch.com/de/Film/Die-grosse-Illusion,
168,187,Der weiße Hai,Jaws,1975,124,Abenteuer | Thriller,USA,Steven Spielberg,Roy Scheider | Robert Shaw | Richard Dreyfuss,8.1,97.000,91.000,https://www.justwatch.com/de/Film/Der-weisse-Hai,
169,188,Yi Yi – A One and a Two,一一 / Yi Yi,2000,173,Drama | Romanze,JAP | TWN,Edward Yang,Wu Nien-jen | Elaine Jin | Jonathan Chang,8.1,97.000,91.000,https://www.justwatch.com/de/Film/Yi-Yi,
170,189,Mad Max: Fury Road,,2015,120,Abenteuer | Action,AUS | USA,George Miller,Tom Hardy | Charlize Theron | Nicholas Hoult,8.1,97.000,86.000,https://www.justwatch.com/de/Film/Mad-Max-Fury-Road,
171,190,Hass,La Haine,1995,98,Drama | Krimi,FRA,Mathieu Kassovitz,Vincent Cassel | Hubert Koundé | Saïd Taghmaoui,8.1,96.000,95.000,https://www.justwatch.com/de/Film/Hass,
172,191,Die Brücke am Kwai,The Bridge on the River Kwai,1957,161,Drama | Krieg,UK | USA,David Lean,William Holden | Alec Guinness | Sessue Hayakawa,8.1,96.000,93.000,https://www.justwatch.com/de/Film/Die-Bruecke-am-Kwai,
173,192,"Mary & Max oder: Schrumpfen Schafe, wenn es regnet?",Mary and Max,2009,90,Animation | Komödie,AUS,Adam Elliot,,8.1,96.000,92.000,https://www.justwatch.com/de/Film/Mary-und-Max-oder-Schrumpfen-Schafe-wenn-es-regnet,
174,193,Die Taschendiebin,Ah-ga-ssi,2016,144,Drama | Thriller,KOR,Park Chan-wook,Kim Min-hee | Kim Tae-ri | Ha Jung-woo,8.1,96.000,91.000,https://www.justwatch.com/de/Film/die-taschendiebin,
1176,194,Catch Me If You Can,,2002,141,Drama | Krimi,USA,Steven Spielberg,Leonardo DiCaprio | Tom Hanks | Christopher Walken,8.1,96.000,89.000,https://www.justwatch.com/de/Film/Catch-Me-If-You-Can-Mein-Leben-auf-der-Flucht,
1178,195,Harry Potter und die Heiligtümer des Todes - Teil 2,Harry Potter and the Deathly Hallows – Part 2,2011,130,Abenteuer | Fantasy,UK | USA,David Yates,Daniel Radcliffe | Rupert Grint | Emma Watson,8.1,96.000,89.000,https://www.justwatch.com/de/Film/Harry-Potter-und-die-Heiligtuemer-des-Todes-Teil-2,
175,196,"Paris, Texas",,1984,147,Drama | Roadmovie,FRA | GER,Wim Wenders,Harry Dean Stanton | Nastassja Kinski | Dean Stockwell,8.1,95.000,93.000,https://www.justwatch.com/de/Film/Paris-Texas,
176,197,Memories of Murder,Salinui chueok,2003,132,Krimi | Thriller,KOR,Bong Joon-Ho,Song Kang-ho | Kim Sang-kyung | Kim Roi-ha,8.1,95.000,92.000,https://www.justwatch.com/de/Film/Memories-of-Murder,
177,198,Fargo – Blutiger Schnee,Fargo,1996,97,Krimi | Thriller,USA,"Joel Coen, Ethan Coen",Frances McDormand | William H. Macy | Steve Buscemi,8.1,95.000,92.000,https://www.justwatch.com/de/Film/Fargo-Blutiger-Schnee,
1050,199,"Der Mann, der Liberty Valance erschoß",The Man Who Shot Liberty Valance,1962,123,Drama | Western,USA,John Ford,James Stewart | John Wayne | Lee Marvin,8.1,95.000,92.000,https://www.justwatch.com/de/Film/Der-Mann-der-Liberty-Valance-erschoss,
178,200,12 Years a Slave,,2013,134,Biografie | Drama,UK | USA,Steve McQueen,Chiwetel Ejiofor | Michael Fassbender | Lupita Nyong'o,8.1,95.000,90.000,https://www.justwatch.com/de/Film/12-Years-a-Slave,
179,201,Im Namen des Vaters,In the Name of the Father,1993,133,Biografie | Drama,IRE | UK | USA,Jim Sheridan,Daniel Day-Lewis | Pete Postlethwaite | Emma Thompson,8.1,94.000,95.000,https://www.justwatch.com/de/Film/Im-Namen-des-Vaters,
180,202,Wilde Erdbeeren,Smultronstället,1957,91,Drama | Romanze,SWE,Ingmar Bergman,Victor Sjöström | Bibi Andersson | Ingrid Thulin,8.1,94.000,94.000,https://www.justwatch.com/de/Film/Wilde-Erdbeeren,
181,203,Mein Nachbar Totoro,となりのトトロ / Tonari no Totoro,1988,87,Abenteuer | Fantasy,JAP,Hayao Miyazaki,,8.1,94.000,94.000,https://www.justwatch.com/de/Film/Mein-Nachbar-Totoro,
182,204,Z,,1969,127,Drama | Thriller,ALG | FRA,Costa-Gavras,Jean-Louis Trintignant | Yves Montand | Jacques Perrin,8.1,94.000,93.000,https://www.justwatch.com/de/Film/Z,
1204,205,Sprung in den Tod,White Heat,1949,114,Action | Krimi,USA,Raoul Walsh,James Cagney | Virginia Mayo | Edmond O'Brien,8.1,94.000,93.000,https://www.justwatch.com/de/Film/Sprung-in-den-Tod,
183,206,Wild Tales - Jeder dreht mal durch!,Relatos salvajes,2014,121,Drama | Komödie,ARG | ESP,Damián Szifron,Ricardo Darín | Érica Rivas | Leonardo Sbaraglia,8.1,94.000,92.000,https://www.justwatch.com/de/Film/Wild-Tales-Jeder-dreht-mal-durch,
184,207,Before Sunset,,2004,77,Drama | Romanze,USA,Richard Linklater,Ethan Hawke | Julie Delpy | Vernon Dobtcheff,8.1,94.000,91.000,https://www.justwatch.com/de/Film/Before-Sunset,
185,208,Jean Florette,Jean de Florette,1986,120,Drama | Krimi,FRA | ITA | SUI,Claude Berri,Gérard Depardieu | Daniel Auteuil | Yves Montand,8.1,93.000,95.000,https://www.justwatch.com/de/Film/Die-Wasser-der-Huegel,
186,209,Das siebente Siegel,Det sjunde inseglet,1957,96,Drama | Fantasy,SWE,Ingmar Bergman,Max von Sydow | Gunnar Björnstrand | Bengt Ekerot,8.1,93.000,93.000,https://www.justwatch.com/de/Film/Das-siebente-Siegel,
187,210,Raum,Room,2015,118,Drama | Thriller,CAN | IRE | UK | USA,Lenny Abrahamson,Brie Larson | Jacob Tremblay | Sean Bridgers,8.1,93.000,93.000,https://www.justwatch.com/de/Film/Raum,
188,211,Logan: The Wolverine,Logan,2017,137,Action | Sci-Fi,USA,James Mangold,Hugh Jackman | Patrick Stewart | Dafne Keen,8.1,93.000,91.000,https://www.justwatch.com/de/Film/Logan,
189,212,Rocky,,1976,120,Action | Sport,USA,John G. Avildsen,Sylvester Stallone | Talia Shire | Burt Young,8.1,93.000,69.000,https://www.justwatch.com/de/Film/Rocky,
1182,213,Le Mans 66 - Gegen jede Chance,Ford v Ferrari,2019,152,Drama | Sport,USA,James Mangold,Matt Damon | Christian Bale | Jon Bernthal,8.1,92.000,98.000,https://www.justwatch.com/de/Film/Le-Mans-66-Gegen-jede-Chance,
190,214,Rififi,Du rififi chez les homme,1955,113,Drama | Krimi,FRA,Jules Dassin,Jean Servais | Carl Möhner | Robert Manuel,8.1,92.000,95.000,https://www.justwatch.com/de/Film/Rififi,
191,215,Der Klang der Liebe,In the Mood for Love,2000,98,Drama | Romanze,FRA | HKG,Wong Kar-Wai,Maggie Cheung | Tony Leung Chiu-wai | Ping-Lam Siu,8.1,92.000,94.000,https://www.justwatch.com/de/Film/In-The-Mood-For-Love-Der-Klang-der-Liebe,
